"title","channelName","viewCount","likes","date","duration","type","url","commentsCount"
"2026 FREE Data Analyst Bootcamp [23+ Hours] | SQL, Python, Pandas, Power BI, DAX & Real Projects","Ankit Bansal","19974","1000","2026-06-25T04:43:26.000Z","22:59:22","video","https://www.youtube.com/watch?v=LSSXfwQKfyg","125"
"Artificial Intelligence | Introduction | AI | Lec-01 | Bhanu Priya","Education 4u","1038915","11000","2019-08-20T14:16:12.000Z","00:07:48","video","https://www.youtube.com/watch?v=kmeaG_BQZ7M","256"
"How I Became a Data Analyst & Got a Job! (No CS Degree)","Agatha","126617","4300","2024-06-07T14:00:30.000Z","00:08:47","video","https://www.youtube.com/watch?v=Lr23EiuN2uc","110"
"Why AI Isn’t Going to Become Conscious | Anil Seth | TED","TED","172524","5600","2026-05-08T15:01:48.000Z","00:14:58","video","https://www.youtube.com/watch?v=tJV-vdbZ388","1464"
"Why AI Agents are either the best or worst thing we’ve ever built","Hannah Fry","1685195","70000","2026-05-01T13:27:33.000Z","00:20:19","video","https://www.youtube.com/watch?v=WnzR5aOElvw","5368"
"How I'd Learn Machine Learning in 2026 (If I Was Starting Over)","Marina Wyss - AI & Machine Learning","25199","1100","2026-05-26T14:00:17.000Z","00:11:09","video","https://www.youtube.com/watch?v=UZ_rK9gzVSc","52"
"AM I? | A Documentary About AI Consciousness","AM I?","523858","8500","2026-05-04T23:00:20.000Z","01:16:22","video","https://www.youtube.com/watch?v=KbTvUOx2A6c","2335"
"How to Get a Data Analyst Job in 2026","Natassha Selvaraj","457249","17000","2025-03-03T09:20:50.000Z","00:23:51","video","https://www.youtube.com/watch?v=3MQCWFsqBF4","587"
"Data Analyst Full Course 2026 | Data Analytics Tutorial For Beginners | Data Analytics | Simplilearn","Simplilearn","10156","324","2026-04-30T14:30:38.000Z","21:11:34","video","https://www.youtube.com/watch?v=kdYuk1JWBzE","15"
"Are humans useless in the AI workspace? | BBC News","BBC News","226284","3900","2026-04-03T13:00:10.000Z","00:26:12","video","https://www.youtube.com/watch?v=6zAgTga9kZw","351"
"If I Had to Become a Data Analyst in 2026, This Is Exactly What I’d Do","Mansi G.","76261","4400","2026-05-16T05:00:06.000Z","00:14:54","video","https://www.youtube.com/watch?v=-JOmp3w9AyI","442"
"Sam Harris WARNS: It's Already Too Late to Stop AI","Neural Nutshell","8203","228","2026-07-03T16:15:00.000Z","00:16:36","video","https://www.youtube.com/watch?v=DsAGYLzBbdg","92"
"Future of AI | Future of Artificial Intelligence 2026 | AI Technology for Beginners | Simplilearn","Simplilearn","246114","2400","2022-09-29T15:30:09.000Z","00:04:36","video","https://www.youtube.com/watch?v=dv9q7Ema40k","18"
"Introduction to Machine Learning","Perfect Computer Engineer","108314","1400","2023-05-20T17:50:49.000Z","00:05:40","video","https://www.youtube.com/watch?v=cNkUna4z6As","31"
"Artificial Intelligence: Mankind's Last Invention","Aperture","3743320","90000","2018-10-05T18:30:00.000Z","00:20:22","video","https://www.youtube.com/watch?v=Pls_q2aQzHg","9788"
"AI vs Machine Learning","IBM Technology","1536755","43000","2023-04-10T11:00:03.000Z","00:05:49","video","https://www.youtube.com/watch?v=4RixMPF4xis","1011"
"Introduction To Artificial Intelligence | What Is AI?| Artificial Intelligence Tutorial |Simplilearn","Simplilearn","160164","1700","2020-05-15T02:30:02.000Z","00:19:13","video","https://www.youtube.com/watch?v=SSE4M0gcmvE","43"
"The Brutal TRUTH About Data Analytics Job Market in 2026","Isaac Emmanuel ","1257","107","2026-07-03T11:00:06.000Z","00:16:47","video","https://www.youtube.com/watch?v=kfnxin_Ezns","78"
"Data Analyst Bootcamp (FREE 35+ Hour Full Course) - SQL, Excel, Power BI, Python, AI & GitHub","Luke Barousse","116611","5900","2026-06-02T12:00:29.000Z","35:37:05","video","https://www.youtube.com/watch?v=MOzEvNYvbik","371"
"THIS Data Analytics Portfolio will ACTUALLY get you a Job","Lore So What","207542","7600","2023-04-12T11:58:13.000Z","00:07:52","video","https://www.youtube.com/watch?v=pafzoMuGWVs","373"
"What Is Data Analytics? - An Introduction (Full Guide)","CareerFoundry","2171777","51000","2021-03-25T13:13:45.000Z","00:09:04","video","https://www.youtube.com/watch?v=yZvFH7B6gKI","929"
