title,channelName,viewCount,likes,date,duration,type,url,commentsCount,upload_year,upload_month,upload_day,upload_hour,engagement_rate,like_ratio,comment_ratio,popularity_score
Why AI Isn’t Going to Become Conscious | Anil Seth | TED,TED,172524.0,5600.0,2026-05-08 15:01:48+00:00,00:14:58,video,https://www.youtube.com/watch?v=tJV-vdbZ388,1464.0,2026,May,Friday,15,4.094502793814194,3.2459252046092137,0.8485775892049802,88234.8
Why AI Agents are either the best or worst thing we’ve ever built,Hannah Fry,1685195.0,70000.0,2026-05-01 13:27:33+00:00,00:20:19,video,https://www.youtube.com/watch?v=WnzR5aOElvw,5368.0,2026,May,Friday,13,4.472360765371366,4.153821961256709,0.31853880411465735,864671.1
How I'd Learn Machine Learning in 2026 (If I Was Starting Over),Marina Wyss - AI & Machine Learning,25199.0,1100.0,2026-05-26 14:00:17+00:00,00:11:09,video,https://www.youtube.com/watch?v=UZ_rK9gzVSc,52.0,2026,May,Tuesday,14,4.571609984523196,4.365252589388468,0.20635739513472756,12939.9
AM I? | A Documentary About AI Consciousness,AM I?,523858.0,8500.0,2026-05-04 23:00:20+00:00,01:16:22,video,https://www.youtube.com/watch?v=KbTvUOx2A6c,2335.0,2026,May,Monday,23,2.068308587441635,1.622577110591038,0.44573147685059694,264946.0
How to Get a Data Analyst Job in 2026,Natassha Selvaraj,457249.0,17000.0,2025-03-03 09:20:50+00:00,00:23:51,video,https://www.youtube.com/watch?v=3MQCWFsqBF4,587.0,2025,March,Monday,9,3.8462631957642337,3.7178867531694983,0.12837644259473502,233841.9
Data Analyst Full Course 2026 | Data Analytics Tutorial For Beginners | Data Analytics | Simplilearn,Simplilearn,10156.0,324.0,2026-04-30 14:30:38+00:00,21:11:34,video,https://www.youtube.com/watch?v=kdYuk1JWBzE,15.0,2026,April,Thursday,14,3.3379283182355257,3.190232374950768,0.14769594328475777,5178.2
Are humans useless in the AI workspace? | BBC News,BBC News,226284.0,3900.0,2026-04-03 13:00:10+00:00,00:26:12,video,https://www.youtube.com/watch?v=6zAgTga9kZw,351.0,2026,April,Friday,13,1.8786127167630058,1.7234979052871615,0.15511481147584452,114382.2
"If I Had to Become a Data Analyst in 2026, This Is Exactly What I’d Do",Mansi G.,76261.0,4400.0,2026-05-16 05:00:06+00:00,00:14:54,video,https://www.youtube.com/watch?v=-JOmp3w9AyI,442.0,2026,May,Saturday,5,6.3492479773409745,5.7696594589632975,0.5795885183776767,39538.9
Sam Harris WARNS: It's Already Too Late to Stop AI,Neural Nutshell,8203.0,228.0,2026-07-03 16:15:00+00:00,00:16:36,video,https://www.youtube.com/watch?v=DsAGYLzBbdg,92.0,2026,July,Friday,16,3.9010118249420946,2.779470925271242,1.121540899670852,4188.299999999999
Future of AI | Future of Artificial Intelligence 2026 | AI Technology for Beginners | Simplilearn,Simplilearn,246114.0,2400.0,2022-09-29 15:30:09+00:00,00:04:36,video,https://www.youtube.com/watch?v=dv9q7Ema40k,18.0,2022,September,Thursday,15,0.9824715375801457,0.975157853677564,0.00731368390258173,123780.6
Introduction to Machine Learning,Perfect Computer Engineer,108314.0,1400.0,2023-05-20 17:50:49+00:00,00:05:40,video,https://www.youtube.com/watch?v=cNkUna4z6As,31.0,2023,May,Saturday,17,1.321158852964529,1.292538360692062,0.028620492272467084,54583.2
Artificial Intelligence: Mankind's Last Invention,Aperture,3743320.0,90000.0,2018-10-05 18:30:00+00:00,00:20:22,video,https://www.youtube.com/watch?v=Pls_q2aQzHg,9788.0,2018,October,Friday,18,2.6657619439428104,2.4042828291463194,0.26147911479649083,1900617.6
AI vs Machine Learning,IBM Technology,1536755.0,43000.0,2023-04-10 11:00:03+00:00,00:05:49,video,https://www.youtube.com/watch?v=4RixMPF4xis,1011.0,2023,April,Monday,11,2.8638917719480332,2.798103796636419,0.06578797531161441,781479.7
Introduction To Artificial Intelligence | What Is AI?| Artificial Intelligence Tutorial |Simplilearn,Simplilearn,160164.0,1700.0,2020-05-15 02:30:02+00:00,00:19:13,video,https://www.youtube.com/watch?v=SSE4M0gcmvE,43.0,2020,May,Friday,2,1.088259533977673,1.0614120526460378,0.026847481331635073,80600.6
The Brutal TRUTH About Data Analytics Job Market in 2026,Isaac Emmanuel ,1257.0,107.0,2026-07-03 11:00:06+00:00,00:16:47,video,https://www.youtube.com/watch?v=kfnxin_Ezns,78.0,2026,July,Friday,11,14.7175815433572,8.512330946698489,6.205250596658711,676.2
"Data Analyst Bootcamp (FREE 35+ Hour Full Course) - SQL, Excel, Power BI, Python, AI & GitHub",Luke Barousse,116611.0,5900.0,2026-06-02 12:00:29+00:00,35:37:05,video,https://www.youtube.com/watch?v=MOzEvNYvbik,371.0,2026,June,Tuesday,12,5.377708792480984,5.059556988620285,0.31815180386069924,60149.7
THIS Data Analytics Portfolio will ACTUALLY get you a Job,Lore So What,207542.0,7600.0,2023-04-12 11:58:13+00:00,00:07:52,video,https://www.youtube.com/watch?v=pafzoMuGWVs,373.0,2023,April,Wednesday,11,3.8416320551984655,3.6619093966522436,0.179722658546222,106125.6
What Is Data Analytics? - An Introduction (Full Guide),CareerFoundry,2171777.0,51000.0,2021-03-25 13:13:45+00:00,00:09:04,video,https://www.youtube.com/watch?v=yZvFH7B6gKI,929.0,2021,March,Thursday,13,2.391083430757394,2.348307399884979,0.04277603087241462,1101374.3
